Campaign,Measurement,Month1,Month2,Rev_YTD,Rev,Rev_2023,Rev_2024,Flagging_Campaign,Source,RFS_Date,Created_Date,Last_Stage_Change_Date,Opportunity_ID,SF_Opportunity_Id,Campaign_Name,Opportunity_Name,CA_Number,Account_Name,Sub_Line_of_Business,Owner_Group,Opportunity_Owner:_Division,Product_Offer,Opportunity_Owner,Stage,Stage_Count,Opportunity_Quantity,Estimated_Contract_Period_(in_Months),Total_Contract_Value_(converted),Total_OTC_(converted),Total_MRC_(converted),New_Group,Segment,div
BOSQU,FAB,1,jan,156000000,155500000,161000000,0,No,All Pipelines SOM,1/30/2023,1/12/2023,1/30/2023,0065g00000Urbfd,0065g00000UrbfdAAB,Q4 2022-BOSQU 2.1,SATPOL PP BUNDLING 0123,MTX10616621,SATPOL PP PALEMBANG,Local Government,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-100,82229423 ROFIUDDIN,Cash,1,5,12,161000000,155000000,500000,SMB,,SMB BUSINESS & OPERATION
BOSQU,FAB,1,jan,21200000,21100000,22200000,1200000,No,All Pipelines SOM,1/10/2023,1/10/2023,1/10/2023,0065g00000UrUhK,0065g00000UrUhKAAV,Q4 2022-BOSQU 2.1,Device Bundling,MTX10587155,SEJAHTERA TIRTO WENING,IT Consultants,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,Prime Biz-100,0257220032 (RAHMI WELLINA PUTRI),Complete,1,1,24,23400000,21000000,100000,REA,,JABODETABEK
BOSQU,FAB,1,jan,27832908,27632908,27632908,0,No,All Pipelines SOM,1/25/2023,1/25/2023,1/25/2023,0065g00000UspvM,0065g00000UspvMAAR,Q4 2022-BOSQU 2.1,Bundling Iphone 13 128 GB,,SEKOLAH TINGGI TEKNOLOGI TERPADU NURUL FIKRI,Shools & Univ,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,Prime Biz-100,0257220032 (RAHMI WELLINA PUTRI),Complete,1,2,1,27632908,27432908,200000,REA,,JABODETABEK
BOSQU,FAB,1,jan,187200000,186600000,193200000,0,No,All Pipelines SOM,1/19/2023,1/10/2023,1/19/2023,0065g00000UrUmK,0065g00000UrUmKAAV,Q4 2022-BOSQU 2.1,DPRD OKI BUNDLING 0123,MTX10401786,SEKRETARIAT DEWAN PERWAKILAN RAKYAT DAERAH KABUPATEN OGAN,Local Government,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-100,82229423 ROFIUDDIN,Cash,1,6,12,193200000,186000000,600000,SMB,SMB,SMB BUSINESS & OPERATION
BOSQU,NO,10,Oct,0,60000000,180000000,720000000,No,All Pipelines SOM,10/31/2023,1/24/2023,,0065g00000Usmz3,0065g00000Usmz3AAB,Q4 2022-BOSQU 2.1,SEA Public LTE - Semesta Alam Barito,,SEMESTA ALAM BARITO,,STRATEGIC ENTERPRISE ACCOUNT,ENERGY & LAW ENFORCEMENT,Prime Biz-200,0526108805 (Laksmi Indrawati),Identify,1,300,60,3600000000,0,60000000,SEA,,ENERGY & LAW ENFORCEMENT
BOSQU,FAB,1,jan,132600000,131300000,131300000,0,No,All Pipelines SOM,1/31/2023,1/31/2023,1/31/2023,0065g00000Ut9id,0065g00000Ut9idAAB,Q4 2022-BOSQU 2.1,BUNDLING DEVICE - Iphone 13,MTX10601108,SENSEA DATA TEKNOLOGI,System Integrator,STRATEGIC ENTERPRISE ACCOUNT,STRATEGIC BANKING & FINANCIAL INSTITUTION,PRIME Biz 100K,84208380 (AHMAD SIDI SARAGIH),Complete,1,1,1,131300000,130000000,1300000,SEA,,STRATEGIC BANKING & FINANCIAL INSTITUTION
BOSQU,LOST,1,jan,94500000,91000000,129500000,0,No,All Pipelines SOM,1/25/2023,1/25/2023,1/25/2023,0065g00000Usp8U,0065g00000Usp8UAAR,Q4 2022-BOSQU 2.1,Bundling Samsung Tab A7 Lite dan Printer Portable,,SENTRA INTEGRASI SOLUSI TEKNOLOGI,Agents/Distributors,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,Prime Biz-100,0257220032 (RAHMI WELLINA PUTRI),Closed Lost,1,35,12,129500000,87500000,3500000,REA,,JABODETABEK
BOSQU,FAB,2,Feb,51093192,51093192,54093192,300000,No,All Pipelines SOM,2/28/2023,1/16/2023,1/16/2023,0065g00000Urowh,0065g00000UrowhAAB,Q4 2022-BOSQU 2.1,SIANTAR TOP 1 - Mobile - SME009,,SIANTAR TOP TBK,Trading Wholesaler,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,PRIME Biz 100K,78035472 (ULFAH MUCHLIMANINGSIH),Complete,1,3,12,54393192,50793192,300000,REA,,EAST REGIONAL
BOSQU,FAB,1,jan,39109011,38809011,42109011,0,No,All Pipelines SOM,1/25/2023,1/25/2023,1/25/2023,0065g00000Usr6T,0065g00000Usr6TAAR,Q4 2022-BOSQU 2.1,SIANTAR TOP TBK 23 - Mobile,,SIANTAR TOP TBK,Trading Wholesaler,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,PRIME Biz 100K,0102614827 (Mohammad Dzulfikar Agus Tsani),Complete,1,3,12,42109011,38509011,300000,REA,,EAST REGIONAL
BOSQU,FAB,1,jan,245925000,200925000,695925000,0,No,All Pipelines SOM,1/18/2023,1/18/2023,1/18/2023,0065g00000UrsfQ,0065g00000UrsfQAAR,Q4 2022-BOSQU 2.1,PO ROUTER JANUARI 2023,MTX10422531,SILDEN KLABAT BANGUN BERSAMA,IT Consultants,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-200,Silvana Silvana Marinka,Complete,1,15,12,695925000,155925000,45000000,SMB,SMB,SMB BUSINESS & OPERATION
BOSQU,FAB,1,jan,39200000,19600000,235200000,0,No,All Pipelines SOM,1/30/2023,1/30/2023,1/30/2023,0065g00000Ut5it,0065g00000Ut5itAAB,Q4 2022-BOSQU 2.1,prime biz 200,MTX10422531,SILDEN KLABAT BANGUN BERSAMA,IT Consultants,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-200,Silvana Silvana Marinka,Cash,1,1,12,235200000,0,19600000,SMB,SMB,SMB BUSINESS & OPERATION
BOSQU,FAB,1,jan,20000000,10000000,120000000,0,No,All Pipelines SOM,1/30/2023,1/30/2023,1/30/2023,0065g00000Ut4ve,0065g00000Ut4veAAB,Q4 2022-BOSQU 2.1,postpaid newn sinar jaya,,SINAR JAYA LANGGENG UTAMA,,B2B SMB,SMB BUSINESS & OPERATION,Pro Freedom Apps 10GB,81136599 (M. ADE SYARIFUDIN),Complete,1,100,12,120000000,0,10000000,SMB,,SMB BUSINESS & OPERATION
BOSQU,FAB,1,jan,13972052,13872052,13872052,0,No,All Pipelines SOM,1/26/2023,1/20/2023,1/26/2023,0065g00000UscXG,0065g00000UscXGAAZ,Q4 2022-BOSQU 2.1,SKYPACK HUTAMA INDUSTRY-BUNDL DEVICE,MTX10422195,SKYPACK HUTAMA INDUSTRY,"Chem,petrol,coal,rubber,plstic",REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Prime Biz-100,0102614826 (Aeisha Azalia Neva),Cash,1,1,1,13872052,13772052,100000,REA,SMB,EAST REGIONAL
BOSQU,FAB,1,jan,102000000,96000000,162000000,0,No,All Pipelines SOM,1/10/2023,1/10/2023,1/10/2023,0065g00000UrUi8,0065g00000UrUi8AAF,Q4 2022-BOSQU 2.1,Bundling Perangkat,,SMA MUHAMMADIYAH 4 SURABAYA,Shools & Univ,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Prime Biz-100,0257220004 (PUTRI NUR UTAMI RAMADHANI),Complete,1,1,12,162000000,90000000,6000000,REA,,EAST REGIONAL
BOSQU,FAB,1,jan,56800000,56400000,60800000,0,No,All Pipelines SOM,1/30/2023,1/30/2023,1/30/2023,0065g00000Ut6Wy,0065g00000Ut6WyAAJ,Q4 2022-BOSQU 2.1,PT. SOLO REGENCY HOTEL_bundling 2023,MTX07971737,SOLO REGENCY HOTEL,Youth hotel/Non 5 star,B2B SMB,SMB BUSINESS & OPERATION,PRIME Biz 100K,83146897 (WEINDRY ANGGA ANGGER WICAKSANA),Complete,1,4,12,60800000,56000000,400000,SMB,Hospitality,SMB BUSINESS & OPERATION
BOSQU,FAB,1,jan,63000000,31500000,31500000,0,No,All Pipelines SOM,1/11/2023,1/11/2023,1/11/2023,0065g00000UrZ2W,0065g00000UrZ2WAAV,Q4 2022-BOSQU 2.1,Sukses Tani Nusasubur - IDIA - Site Labangka,MTX02373685,"SUKSES TANI NUSA SUBUR, PT",Trading Wholesaler,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Pro Freedom Apps 10GB,84198077 (JUAN AUDYA SENGKEY),Complete,1,350,1,31500000,0,31500000,REA,SMB,EAST REGIONAL
BOSQU,FAB,1,jan,155400000,152700000,152700000,0,No,All Pipelines SOM,1/11/2023,1/11/2023,1/11/2023,0065g00000UrZ2W,0065g00000UrZ2WAAV,Q4 2022-BOSQU 2.1,Sukses Tani Nusasubur - IDIA - Site Labangka,MTX02373685,"SUKSES TANI NUSA SUBUR, PT",Trading Wholesaler,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Pro Freedom Apps 10GB,84198077 (JUAN AUDYA SENGKEY),Complete,1,60,1,152700000,150000000,2700000,REA,SMB,EAST REGIONAL
BOSQU,FAB,1,jan,10000000,5000000,60000000,0,No,All Pipelines SOM,1/25/2023,1/16/2023,1/25/2023,0065g00000Urlp3,0065g00000Urlp3AAB,Q4 2022-BOSQU 2.1,PT SUMBER SUWARNA JAN 2023,MTX10612247,SUMBER SUWARNA UNISINDO,Other manufacturing,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,Prime Biz-100,6160138282 (NURUL DWI ANINDHITA),Cash,1,50,12,60000000,0,5000000,REA,,JABODETABEK
BOSQU,FAB,1,jan,360000,180000,2160000,0,No,All Pipelines SOM,1/12/2023,1/11/2023,1/12/2023,0065g00000UrZ3t,0065g00000UrZ3tAAF,Q4 2022-BOSQU 2.1,2 NOMOR IT AJI,MTX07835808,SURGANYA MOTOR INDONESIA,,NATIONAL ENTERPRISE ACCOUNT,FINANCIAL & RETAIL BUSINESS,Pro Freedom Apps 10GB,91208346 (WAFIQ),Cash,1,2,12,2160000,0,180000,NEA,Supply chain & manufacturing,FINANCIAL & RETAIL BUSINESS
BOSQU,FAB,1,jan,52000000,51000000,62000000,0,No,All Pipelines SOM,1/23/2023,1/23/2023,1/23/2023,0065g00000UsjXs,0065g00000UsjXsAAJ,Q4 2022-BOSQU 2.1,Swadaya Indo Prima B0123,,SWADAYA INDO PRIMA,,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,Prime Biz-200,0261220003 (ASEP WILDAN YUSUP),Complete,1,5,12,62000000,50000000,1000000,NEA,,SUPPLY CHAIN & SERVICES
BOSQU,FAB,1,jan,900000,450000,5400000,0,No,All Pipelines SOM,1/13/2023,1/11/2023,1/13/2023,0065g00000UrYW6,0065g00000UrYW6AAN,Q4 2022-BOSQU 2.1,PT SWADAYA TEKNO SOLUSI 11JAN2023,MTX08049906,SWADAYA TEKNO SOLUSI,IT Consultants,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,Pro Freedom Apps 5GB,93208382 (ANGGUN YASNIASARI),Closed Won,1,10,12,5400000,0,450000,REA,SMB,JABODETABEK
BOSQU,FAB,1,jan,30000000,15000000,15000000,0,No,All Pipelines SOM,1/19/2023,1/19/2023,1/19/2023,0065g00000UsaWY,0065g00000UsaWYAAZ,Q4 2022-BOSQU 2.1,PrimeBiz 70K,,THE AGATHON,Property Developer,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,Prime Biz-70,77229112 DENI KRISTIAWAN,Complete,1,1,1,15000000,0,15000000,REA,,JABODETABEK
BOSQU,FAB,1,jan,200000,100000,1200000,0,No,All Pipelines SOM,1/31/2023,1/17/2023,1/31/2023,0065g00000Urr0C,0065g00000Urr0CAAR,Q4 2022-BOSQU 2.1,PENAMBAHAN NO CORPORATE,MTX07341000,TOKYU LAND INDONESIA,Services Research and Dev,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-100,0257220022 (RIZA YULISTINA),Cash,1,1,12,1200000,0,100000,SMB,SMB,SMB BUSINESS & OPERATION
BOSQU,NO,1,jan,65700000,64800000,74700000,0,No,All Pipelines SOM,1/12/2023,1/12/2023,1/26/2023,0065g00000Urbg1,0065g00000Urbg1AAB,Q4 2022-BOSQU 2.1,Transkon Jaya - IDIA - Site Sulteng,MTX07733027,TRANSKON JAYA,Other Technologies,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Pro Freedom Apps 10GB,84198077 (JUAN AUDYA SENGKEY),Develop,1,9,12,74700000,63900000,900000,REA,Media & OTT,EAST REGIONAL
BOSQU,FAB,1,jan,100000,50000,600000,0,No,All Pipelines SOM,1/30/2023,1/30/2023,1/30/2023,0065g00000Ut4wX,0065g00000Ut4wXAAR,Q4 2022-BOSQU 2.1,transkon - Mobile,MTX07733027,TRANSKON JAYA,Other Technologies,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Pro Freedom Apps 10GB,84198077 (JUAN AUDYA SENGKEY),Cash,1,1,12,600000,0,50000,REA,Media & OTT,EAST REGIONAL
BOSQU,FAB,1,jan,52000000,51000000,62000000,0,No,All Pipelines SOM,1/23/2023,1/23/2023,1/23/2023,0065g00000UsjWz,0065g00000UsjWzAAJ,Q4 2022-BOSQU 2.1,Tsuzuki Manufakturing Indonesia B0123,MTX08159484,TSUZUKI INDONESIA MANUFACTURING-IM2 CUST-28042017-,,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,Prime Biz-200,0261220003 (ASEP WILDAN YUSUP),Complete,1,5,12,62000000,50000000,1000000,NEA,,SUPPLY CHAIN & SERVICES
BOSQU,FAB,1,jan,400000,200000,200000,0,No,All Pipelines SOM,1/30/2023,1/30/2023,1/30/2023,0065g00000Ut5EH,0065g00000Ut5EHAAZ,Q4 2022-BOSQU 2.1,TVRI STASIUN LAMPUNG -CUG,,TVRI STASIUN LAMPUNG LEMBAGA PENYIARAN PUBLIK TELEVISI REPUBLIK INDONESIA,Media,REGIONAL ENTERPRISE ACCOUNT,WEST REGIONAL,Prime Biz-200,0102614821 (Miranti Careca),Cash,1,1,1,200000,0,200000,REA,,WEST REGIONAL
BOSQU,FAB,1,jan,93180655,92180655,92180655,0,No,All Pipelines SOM,1/25/2023,1/25/2023,1/25/2023,0065g00000UsqGN,0065g00000UsqGNAAZ,Q4 2022-BOSQU 2.1,UNITED CAN COMPANY - JAN 2023,MTX01889724,"UNITED CAN COMPANY, PT",Other manufacturing,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,Prime Biz-200,"0257210035 (HERLIKA AGRIN SITUMORANG, S.I.KOM.)",Complete,1,5,1,92180655,91180655,1000000,NEA,Supply chain & manufacturing,SUPPLY CHAIN & SERVICES
BOSQU,FAB,1,jan,4000000,2000000,24000000,0,No,All Pipelines SOM,1/16/2023,1/16/2023,1/16/2023,0065g00000Urm0B,0065g00000Urm0BAAR,Q4 2022-BOSQU 2.1,PRIME PT DE HEUS INDONESIA,,UNIVERSAL AGRI BISNISINDO,Agricult. & Livestock Services,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,Prime Biz-100,0410261407 (NEISYA FATHIA ANNISA),Complete,1,20,12,24000000,0,2000000,NEA,,SUPPLY CHAIN & SERVICES
BOSQU,FAB,1,jan,133000000,131500000,148000000,0,No,All Pipelines SOM,1/31/2023,1/31/2023,1/31/2023,0065g00000Ut8iF,0065g00000Ut8iFAAR,Q4 2022-BOSQU 2.1,BUNDLING UNAI,,UNIVERSITAS ADVENT INDONESIA (UNAI),Shools & Univ,REGIONAL ENTERPRISE ACCOUNT,WEST REGIONAL,Prime Biz-100,0257220033 GISTA ARYANTI PUTRI,Complete,1,1,12,148000000,130000000,1500000,REA,,WEST REGIONAL
BOSQU,FAB,1,jan,60000000,30000000,360000000,0,No,All Pipelines SOM,1/16/2023,1/3/2023,1/16/2023,0065g00000Ur0d2,0065g00000Ur0d2AAB,Q4 2022-BOSQU 2.1,3 MOBILE HELPDESK SPAN UIN WALISONGO SEMARANG,MTX07865659,UNIVERSITAS ISLAM NEGERI WALISONGO SEMARANG DITJEN PENDIDIKAN ISLAM,Shools & Univ,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Business Prime 100K,86157214 (FIRMALIA NOVI LUTFITASARI),Cash,1,1,12,360000000,0,30000000,REA,Education,EAST REGIONAL
BOSQU,FAB,1,jan,16300476,16300475,16300486,0,No,All Pipelines SOM,1/9/2023,1/9/2023,1/9/2023,0065g00000UrSEa,0065g00000UrSEaAAN,Q4 2022-BOSQU 2.1,UNIVERSITAS MUHAMMADIYAH MAKASSAR bUNDLING ip 14,MTX10430982,UNIVERSITAS MUHAMMADIYAH MAKASSAR,Shools & Univ,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Prime Biz-70,88218406 (ANDI MUHAMMAD YUSUF),Complete,1,1,12,16300486,16300474,1,REA,,EAST REGIONAL
BOSQU,FAB,1,jan,16300476,16300475,16300486,0,No,All Pipelines SOM,1/9/2023,1/9/2023,1/9/2023,0065g00000UrSEa,0065g00000UrSEaAAN,Q4 2022-BOSQU 2.1,UNIVERSITAS MUHAMMADIYAH MAKASSAR bUNDLING ip 14,MTX10430982,UNIVERSITAS MUHAMMADIYAH MAKASSAR,Shools & Univ,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Prime Biz-70,88218406 (ANDI MUHAMMAD YUSUF),Complete,1,1,12,16300486,16300474,1,REA,,EAST REGIONAL
BOSQU,FAB,1,jan,16300476,16300475,16300475,0,No,All Pipelines SOM,1/18/2023,1/13/2023,1/18/2023,0065g00000Urf2v,0065g00000Urf2vAAB,Q4 2022-BOSQU 2.1,UNVERSITAS MUHAMMADIYAH MAKASSAR BUNDLING,MTX10430982,UNIVERSITAS MUHAMMADIYAH MAKASSAR,Shools & Univ,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Prime Biz-70,88218406 (ANDI MUHAMMAD YUSUF),Cash,1,1,1,16300475,16300474,1,REA,,EAST REGIONAL
BOSQU,FAB,1,jan,16300476,16300475,16300475,0,No,All Pipelines SOM,1/18/2023,1/13/2023,1/18/2023,0065g00000Urf2v,0065g00000Urf2vAAB,Q4 2022-BOSQU 2.1,UNVERSITAS MUHAMMADIYAH MAKASSAR BUNDLING,MTX10430982,UNIVERSITAS MUHAMMADIYAH MAKASSAR,Shools & Univ,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Prime Biz-70,88218406 (ANDI MUHAMMAD YUSUF),Cash,1,1,1,16300475,16300474,1,REA,,EAST REGIONAL
BOSQU,FAB,1,jan,40000000,20000000,240000000,0,No,All Pipelines SOM,1/30/2023,1/30/2023,1/30/2023,0065g00000Ut6cs,0065g00000Ut6csAAB,Q4 2022-BOSQU 2.1,GWS UNSUR,,UNIVERSITAS SURYA KENCANA (UNSUR) CIANJUR,Shools & Univ,NATIONAL ENTERPRISE ACCOUNT,RESOURCES & MANUFACTURING,Prime Biz-200,95229430 IQBAL IHYA ANSHORI,Complete,1,100,12,240000000,0,20000000,NEA,,RESOURCES & MANUFACTURING
BOSQU,FAB,1,jan,165000000,82500000,82500000,0,No,All Pipelines SOM,1/16/2023,1/16/2023,1/16/2023,0065g00000UrlrE,0065g00000UrlrEAAR,Q4 2022-BOSQU 2.1,PrimeBiz 70K,MTX10535018,VATAR MEDIA RAYA,IT Consultants,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,Prime Biz-70,77229112 DENI KRISTIAWAN,Complete,1,1,1,82500000,0,82500000,REA,,JABODETABEK
BOSQU,FAB,1,jan,40500000,20250000,243000000,0,No,All Pipelines SOM,1/6/2023,1/5/2023,1/6/2023,0065g00000UrAlm,0065g00000UrAlmAAF,Q4 2022-BOSQU 2.1,CV VICTORY INTI SEJATI 5JAN2023,MTX08541959,VICTORY INTI SEJATI,Trading Wholesaler,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,Pro Freedom Apps 5GB,93208382 (ANGGUN YASNIASARI),Closed Won,1,450,12,243000000,0,20250000,REA,Supply chain & manufacturing,JABODETABEK
BOSQU,FAB,1,jan,381800000,380900000,390800000,0,No,All Pipelines SOM,1/19/2023,1/18/2023,1/19/2023,0065g00000UsXyS,0065g00000UsXySAAV,Q4 2022-BOSQU 2.1,CV VICTORY INTI SEJATI 18JAN2023,MTX08541959,VICTORY INTI SEJATI,Trading Wholesaler,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,Pro Freedom Apps 5GB,93208382 (ANGGUN YASNIASARI),Closed Won,1,20,12,390800000,380000000,900000,REA,Supply chain & manufacturing,JABODETABEK
BOSQU,NO,2,Feb,1094500000,1094500000,1539500000,534000000,No,All Pipelines SOM,2/28/2023,1/19/2023,1/19/2023,0065g00000UsZjW,0065g00000UsZjWAAV,Q4 2022-BOSQU 2.1,BUNDLING DEVICE & CUG,,VIVO ENERGY INDONESIA,,NATIONAL ENTERPRISE ACCOUNT,RESOURCES & MANUFACTURING,Prime Biz-200,95229430 IQBAL IHYA ANSHORI,Develop,1,50,24,2118000000,1050000000,44500000,NEA,,RESOURCES & MANUFACTURING
BOSQU,FAB,1,jan,685000000,385000000,3685000000,0,No,All Pipelines SOM,1/27/2023,1/27/2023,1/27/2023,0065g00000UsvOj,0065g00000UsvOjAAJ,Q4 2022-BOSQU 2.1,Postpaid VIU,,VUCLIP DIGITAL INDONESIA,E-commerce,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,PRIME Biz 100K,85228994 (NADYA MAYA SAVITRI),Complete,1,1,12,3685000000,85000000,300000000,REA,,JABODETABEK
BOSQU,FAB,1,jan,200000,100000,1200000,0,No,All Pipelines SOM,1/10/2023,1/6/2023,1/10/2023,0065g00000UrNS8,0065g00000UrNS8AAN,Q4 2022-BOSQU 2.1,REAKTIFASI_WISANG DARMASTO,MTX10477103,WISANG DARMASTO,Other manufacturing,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-100,81136599 (M. ADE SYARIFUDIN),Cash,1,1,12,1200000,0,100000,SMB,,SMB BUSINESS & OPERATION
BOSQU,FAB,1,jan,20200000,20100000,20100000,0,No,All Pipelines SOM,1/28/2023,1/28/2023,1/28/2023,0065g00000UsxUp,0065g00000UsxUpAAJ,Q4 2022-BOSQU 2.1,Wyndham Hotel -Device,,WYNDHAM HOTEL SURABAYA,Five-star hotel,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Prime Biz-100,0102614826 (Aeisha Azalia Neva),Complete,1,1,1,20100000,20000000,100000,REA,,EAST REGIONAL
BOSQU,FAB,1,jan,90000,45000,540000,0,No,All Pipelines SOM,1/20/2023,1/20/2023,1/20/2023,0065g00000UscdB,0065g00000UscdBAAR,Q4 2022-BOSQU 2.1,UNIVERSITAS MUHAMMADIYAH PROF DR HAMKA - 20JAN2023,MTX09731016,YAY. UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA,Shools & Univ,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,Pro Freedom Apps 5GB,93208382 (ANGGUN YASNIASARI),Complete,1,1,12,540000,0,45000,REA,Education,JABODETABEK
BOSQU,FAB,2,Feb,236250000,236250000,348750000,11250000,Done,SFA,2/10/2023,2/9/2023,2/10/2023,0065g00000WSWtv,0065g00000WSWtvAAH,Bosqu Extend,AKTIVASI JAYA WIRA 2023,MTX09246070,JAYA WIRA JERINDO,Trading Wholesaler,NATIONAL ENTERPRISE ACCOUNT,RESOURCES & MANUFACTURING,Pro Freedom Apps 5GB,0410261401 (AHMAD ZAKKY FUADY),Cash,1,25,12,360000000,225000000,11250000,NEA,Supply chain & manufacturing,RESOURCES & MANUFACTURING
BOSQU,FAB,2,Feb,211250000,211250000,323750000,11250000,Done,SFA,2/13/2023,2/10/2023,2/13/2023,0065g00000WScJx,0065g00000WScJxAAL,Bosqu Extend,SODEXO FEB 2023,MTX09146139,SODEXO MOTIVATION SOLUTIONS INDONESIA,Trading Wholesaler,NATIONAL ENTERPRISE ACCOUNT,RESOURCES & MANUFACTURING,Pro Freedom Apps 5GB,0410261401 (AHMAD ZAKKY FUADY),Cash,1,25,12,335000000,200000000,11250000,NEA,Supply chain & manufacturing,RESOURCES & MANUFACTURING
BOSQU,FAB,2,Feb,31000000,31000000,41000000,1000000,Done,SFA,2/15/2023,2/10/2023,2/15/2023,0065g00000WScKa,0065g00000WScKaAAL,Bosqu Extend,ANJ BOGA 2023,MTX10035096,AUSTINDO NUSANTARA JAYA BOGA,Other manufacturing,NATIONAL ENTERPRISE ACCOUNT,RESOURCES & MANUFACTURING,Pro Freedom Apps 5GB,0410261401 (AHMAD ZAKKY FUADY),Cash,1,10,12,42000000,30000000,1000000,REA,Supply chain & manufacturing,JABODETABEK
BOSQU,FAB,2,Feb,31000000,31000000,41000000,1000000,Done,SFA,2/23/2023,2/16/2023,2/16/2023,0065g00000WSkWG,0065g00000WSkWGAA1,Bosqu Extend,Aktivasi PT Control System Feb 22 #2,MTX07098578,PT. CONTROL SYSTEMS ARENA PARA NUSA,Other Technologies,NATIONAL ENTERPRISE ACCOUNT,RESOURCES & MANUFACTURING,Pro Freedom Apps 5GB,0410261401 (AHMAD ZAKKY FUADY),Cash,1,10,12,42000000,30000000,1000000,NEA,Supply chain & manufacturing,RESOURCES & MANUFACTURING
2023BDx,FAB,2,Feb,20000000,20000000,220000000,20000000,Done,SFA,2/23/2023,2/10/2023,2/23/2023,0065g00000WSdVX,0065g00000WSdVXAA1,2023BDx,COLO 1 Rack 42U - Sangkuriang,MTX10600516,SANGKURIANG JAYA PERSADA,System Integrator,STRATEGIC ENTERPRISE ACCOUNT,MEDIA & ENERGY,,87208362 (ANDHIKA POETRA BAHARI),Cash,1,1,12,240000000,0,20000000,SEA,,ENERGY & LAW ENFORCEMENT
2023RacingIDA,FAB,3,Mar,1,250000001,2500000001,500000000,Done,SFA,3/31/2023,3/1/2023,2/2/2023,0065g00000UtDaq,0065g00000UtDaqAAF,2023RacingIDA,Data Analytics Sandbox,MTX07515698,KOMISI PEMBERANTASAN KORUPSI,Local Government,STRATEGIC ENTERPRISE ACCOUNT,MEDIA & ENERGY,,90229504 RIVO LINO,Complete,1,1,12,3000000001,1,250000000,SEA,Government,ENERGY & LAW ENFORCEMENT
2023BDx,FAB,2,Feb,3513288002,3513288002,3513288022,24,Done,SFA,2/28/2023,2/14/2023,2/14/2023,0065g00000WShxD,0065g00000WShxDAAT,2023BDx,Connectivity & Colocation,MTX10600516,SANGKURIANG JAYA PERSADA,System Integrator,STRATEGIC ENTERPRISE ACCOUNT,MEDIA & ENERGY,,90229504 RIVO LINO,Complete,1,2,24,3513288048,3513288000,2,SEA,0,0
BOSQU,FAB,3,Mar,0,43400000,434000000,0,Done,SFA,3/2/2023,3/2/2023,3/2/2023,0065g00000Wfoys,0065g00000WfoysAAB,BOSQU 2.0,BKKBN SUBANG,MTX10433876,"DINAS PENGENDALIAN PENDUDUK, KELUARGA BERENCANA,",Local Government,B2B SMB,BUSINESS PARTNER,Pro Freedom Apps 5GB,75002378 (SUWARNI),Cash,1,434,10,434000000,0,43400000,REA,Government,WEST REGIONAL
BOSQU,FAB,3,Mar,0,200000,2000000,400000,Done,SFA,3/1/2023,3/1/2023,3/1/2023,0065g00000WfmZD,0065g00000WfmZDAAZ,BOSQU 2.0,2 nomer,MTX07625173,PT BOEING INDONESIA,Other manufacturing,B2B SMB,BUSINESS PARTNER,Pro Freedom Apps 5GB,75014901 (FIRNA FIDUSIA),Cash,1,2,12,2400000,0,200000,SMB,SMB,SMB BUSINESS & OPERATION
